crystal_density,df,pore_size,void_fraction,selectivity
1507.99,9.44604,9.46461,0.13508,2.8244560640777077
1432.61,3.9141199999999996,6.17139,0,11.793177529031542
979.831,5.01976,7.8603,0.10454000000000001,6.690672251051901
1338.64,5.75713,6.38387,0.0458,3.587753426906345
2208.18,4.257680000000001,5.85254,0.00506,12.100267763944146
901.238,5.21411,9.3993,0.13788,6.554530762507874
940.563,5.599,9.32283,0.17402,6.553397128647626
898.438,5.02701,7.873060000000001,0.08534,8.49427684496857
1433.55,4.42191,5.99288,0.03238,9.948371003777513
1432.4,4.423369999999999,6.08943,0.034460000000000005,9.614244604316548
1415.39,4.45081,6.14197,0.03606,9.193647662621116
566.914,6.77342,8.54387,0.26354,3.7143277639640893
579.933,6.748,8.54787,0.26186,3.7338634297823914
582.406,6.78212,8.547989999999999,0.26186,3.761894125530489
590.903,6.74275,8.53005,0.25988,3.7708359169170103
425.941,13.37911,18.755010000000002,0.5321600000000001,2.788740347905081
929.5419999999999,5.27018,7.81513,0.11554,7.155364502198647
1492.48,5.66314,6.60314,0.036160000000000005,14.89183255269321
1481.03,5.80845,6.750769999999999,0.0407,13.925734227889906
1459.15,6.0951,6.9324699999999995,0.04786,11.448716127153563
1007.42,9.17864,11.03089,0.14774,9.544964020918986
982.325,11.07263,11.39418,0.17174,9.142885773425732
988.8860000000001,9.50667,11.07211,0.16,9.44307585767172
985.941,10.874939999999999,11.21563,0.16796,9.269886811387694
575.7280000000001,6.70069,8.56321,0.26532,3.9407707424422114
577.278,6.726939999999999,8.38842,0.24708000000000002,4.093238502468517
1169.68,4.489719999999999,4.82905,0.00628,17.787568240589984
914.143,8.695319999999999,10.40349,0.22294,5.519624724173278
1024.41,7.796139999999999,8.64297,0.1275,6.8176594484560145
1323.54,4.21811,6.0147900000000005,0.02408,11.52101249493142
1329.9,4.26664,6.14773,0.02306,13.227312038038816
833.7230000000001,4.98752,7.289689999999999,0.1083,7.371961065555285
1218.87,4.56116,5.57395,0.00826,20.578541569902463
443.464,10.205110000000001,14.4419,0.43543999999999994,3.3590749384582796
567.967,6.758380000000001,13.85309,0.3267,3.986804051156295
584.664,7.088489999999999,11.39005,0.30002,4.362087698506755
680.3330000000001,6.98845,8.233460000000001,0.22068000000000002,5.767491604074792
1042.18,5.59471,9.38154,0.12648,5.357503171083173
1039.57,5.62446,9.38408,0.12752,5.3533786903382605
1169.96,4.30595,6.18036,0.0336,15.522477317111914
856.16,5.15676,8.28593,0.15336,7.168913103915767
1478.56,4.58095,5.37817,0.02232,11.376035213563744
1778.21,5.0837,6.42024,0.031439999999999996,12.776264130062449
1520.99,4.61254,5.76705,0.02876,11.899167665495913
1215.01,5.70377,6.40025,0.084,8.438425654942444
1648.29,3.8854300000000004,4.88713,0,11.177816863033753
1597.21,4.02471,4.93182,0.00884,6.0141551408960785
1592.72,4.01813,5.12784,0.011640000000000001,11.270888999193836
1662.69,3.9530300000000005,4.75824,0,10.131338536680351
1675.81,3.79229,4.92972,0,11.650412114741078
1595.16,3.9737199999999997,5.2478,0.01126,11.453467717648671
753.39,16.95446,17.44029,0.34742,3.609670461018405
861.625,13.70774,13.98201,0.23565999999999998,8.645753979165447
866.7080000000001,7.69493,9.54888,0.17684,6.545506604776143
865.459,7.7392199999999995,9.60387,0.17954,6.318724335368289
915.227,4.9814099999999994,8.08398,0.10067999999999999,10.59415882641459
902.665,4.88927,8.10638,0.09416000000000001,10.912661075884637
907.255,4.9789699999999995,7.89565,0.08177999999999999,10.621436359326854
1697.57,6.8144,7.02712,0.0933,7.653118297891255
1226.11,4.3857099999999996,5.73292,0.0186,13.472028535921298
963.805,5.2508099999999995,7.26399,0.09756000000000001,10.433183366903224
1060.3,9.61852,10.841610000000001,0.17552,7.018495925040262
990.92,7.28684,8.545010000000001,0.10454000000000001,7.957315730154789
982.446,4.2721599999999995,9.42427,0.16168,7.392886651907636
1060.3,4.5072,7.0164800000000005,0.03938,9.410122580452741
1193.74,10.50387,10.88001,0.127,10.663664787709365
1319.08,4.19244,5.44554,0.02938,7.174543127355472
401.99699999999996,13.27772,19.47488,0.51588,4.662545571953237
750.6519999999999,8.65235,9.6188,0.1445,8.06757169005491
1123.71,5.38978,7.55963,0.07198,3.5758422639350393
741.683,5.52422,14.24572,0.22884000000000002,4.750090228631507
1051.11,4.2994,7.861110000000001,0.056420000000000005,3.153521968233122
792.3939999999999,4.94321,9.910839999999999,0.13572,8.07633953349289
1064.51,5.63203,7.2145399999999995,0.039639999999999995,12.92908098361655
1104.58,4.88169,5.99991,0.05474,9.390640938820646
2142.48,4.27166,5.34617,0.00474,21.323352389504524
1448.65,3.8682199999999995,5.11483,0,9.693745169629294
1016.72,6.30914,7.547630000000001,0.09688,7.21850671590066
918.9680000000001,5.412669999999999,6.44764,0.08448,10.550945580856812
959.33,5.21845,6.19215,0.05806,7.708442946151761
1004.89,5.729480000000001,7.70901,0.09874,9.515114958286006
1374.02,7.4393199999999995,8.68497,0.07918,4.963596274130405
925.7439999999999,5.30115,5.4946,0.014759999999999999,21.348904822949958
1030.2,4.591419999999999,5.47244,0.0287,13.592510773193322
1499.33,5.06628,5.31376,0.01926,14.900293684384275
2243.4,3.9561900000000003,4.912719999999999,0,4.688544632295092
340.04900000000004,8.583839999999999,20.23895,0.52674,2.531202913789552
126.524,24.24061,42.79818,0.8015399999999999,1.8910283366073388
334.889,13.9632,27.24659,0.54278,3.483251431028796
621.2819999999999,12.10117,13.37019,0.2844,5.030964324943421
770.439,7.4642100000000005,8.75902,0.15897999999999998,7.087313595549418
1314.52,4.42261,4.76621,0.00526,32.35758183450751
462.44,31.490509999999997,33.05863,0.53082,4.508856975614192
652.5830000000001,6.75108,9.2615,0.19684000000000001,6.726042070874063
1384.09,4.58964,5.49717,0.016,6.822383819496796
2088.9,4.56338,5.47883,0.015340000000000001,7.420708000221669
1287.52,5.21436,7.2103600000000005,0.03848,11.15120062506676
1034.26,4.27878,5.92256,0.0358,13.897894516873292
1085.65,4.1969,5.6474400000000005,0.026160000000000003,15.774207245837943
885.855,4.92473,6.990360000000001,0.08548,8.501329065081316
830.4060000000001,8.62306,10.481819999999999,0.19962,6.220096079370694
846.665,8.190380000000001,10.02149,0.18638,6.703957959779296
1615.59,8.36638,9.55327,0.06734,14.468537860116074
466.934,11.96997,29.73511,0.45224,6.143823587068279
676.962,3.90699,18.636870000000002,0,5.9284731041465
722.29,5.52874,7.2461,0.18958,2.533561703776864
1385.88,6.3920699999999995,6.54525,0.053079999999999995,9.495190483562048
952.05,5.01814,5.48039,0.06118,9.33913462134822
1106.04,5.25047,5.54889,0.0164,13.559604363919242
900.13,5.10301,7.91374,0.09346,8.09267190290311
890.235,5.7390300000000005,7.166589999999999,0.113,8.687579749121532
856.305,5.02989,6.19648,0.052020000000000004,10.719349137175007
857.617,5.29057,6.5609,0.061520000000000005,9.614247612040309
797.836,10.03888,17.62143,0.24081999999999998,4.112784340413009
790.515,10.42327,18.0621,0.27334,5.023511030694808
806.4639999999999,9.801910000000001,17.38419,0.24436,4.312967885964012
784.082,10.00845,17.54007,0.25176,4.1751864926069
889.6160000000001,10.50821,17.73142,0.25872,4.359999371207596
883.192,10.57889,17.81492,0.2625,4.245553357701428
1608.78,4.1908199999999995,4.72085,0.00992,10.942267432607249
1637.99,4.18275,4.72751,0.01012,11.087721954074413
851.3710000000001,5.06217,5.78794,0.08172,5.950864148723053
1366.19,4.62411,5.25312,0.01198,14.402468844512128
1158.67,5.89637,7.339510000000001,0.043680000000000004,11.339424399220395
1235.94,5.43194,7.07895,0.028260000000000004,9.97272013772849
951.312,3.7404,5.287730000000001,0,8.587869044410784
1569.83,3.72718,4.44055,0,12.542444533588423
1228.69,5.3827,7.02745,0.03308,11.135067354443676
1194.18,5.7093,7.08217,0.03342,9.399657921063673
1225.75,5.43032,7.07913,0.0337,11.049964350822066
1267.42,5.209980000000001,6.82532,0.02766,11.728957745646811
1211.64,5.55881,7.013489999999999,0.03052,10.059062096000668
682.9739999999999,8.62628,10.81747,0.14722000000000002,8.7274683678077
702.052,8.55613,10.888110000000001,0.13846,9.746644921698465
1438.33,5.51512,5.780069999999999,0.028480000000000002,10.551232498804346
1331.19,5.82253,6.352530000000001,0.06998,8.817989182273552
918.6489999999999,3.9685099999999998,4.621,0,5.653326225200868
2036.87,5.05861,5.83169,0.00744,21.48340965353109
1115.48,4.78268,6.6388300000000005,0.07642,7.708273222151692
1096.75,4.81933,6.71582,0.07783999999999999,6.766340913428992
961.6510000000001,5.293080000000001,9.027989999999999,0.1142,7.110125484827743
705.658,8.23046,13.93661,0.28891999999999995,6.722913726447295
545.4019999999999,7.61293,13.27741,0.34278000000000003,4.948127065335539
1238.44,4.1451,5.26771,0.0105,13.71704526229987
1271.4,4.02535,5.6876,0.01564,10.327849496781536
1078.91,3.7974099999999997,6.19996,0,8.321384167282527
861.547,4.435309999999999,6.988739999999999,0.06344,10.012878210898013
944.363,4.21694,6.93935,0.0601,9.180290223717796
884.556,4.9271,6.57321,0.03924,11.043576184235656
1071.72,8.469489999999999,8.93125,0.13522,6.008953335604108
959.414,9.36955,10.28847,0.14174,9.775708770105583
402.684,7.7782,20.25907,0.43616000000000005,3.0405454368364664
416.142,7.751510000000001,19.92035,0.42648,3.0924391110114207
407.441,7.78037,20.42752,0.43654,3.047815132880016
994.035,6.43013,8.06449,0.13002,10.548610573573807
1026.6,5.30054,7.18071,0.09328,10.983078318251104
1378.34,5.46919,6.034669999999999,0.0344,6.701227603745232
905.196,4.93144,6.978160000000001,0.05268,7.627752081406105
1238.97,4.72476,6.48494,0.0234,10.5737378091492
612.878,6.6958,13.149779999999998,0.26721999999999996,4.654680208118672
710.284,13.27334,13.47664,0.26376,8.624814196114084
1123.98,10.814119999999999,11.59355,0.24854,4.884366665201827
1120.74,10.81841,11.60689,0.24844000000000002,4.79906267086729
1147.18,10.52897,11.30625,0.23915999999999998,4.935777431097244
1145.05,10.74592,11.4798,0.24358000000000002,4.971309223527144
1144.51,10.80771,11.47659,0.2451,4.878299020386722
1143,10.74205,11.51419,0.2452,5.006159894099242
1213.18,3.85926,6.07325,0,9.076778224771033
933.7719999999999,5.5494699999999995,9.218960000000001,0.10067999999999999,11.41457651384053
1499.65,3.8917699999999997,5.44423,0,5.459158330117454
1494.25,4.05504,5.32479,0.0074,6.409289135029564
1508.8,4.88565,5.0519,0.01022,15.857246123731937
1496.21,4.943219999999999,5.11017,0.0112,15.26336291078677
1482.68,5.02309,5.19309,0.01242,14.860481918815296
1491.66,5.0066,5.16717,0.0123,15.002968044925169
1482.98,5.01971,5.1925,0.01294,14.637445433176628
1481.48,4.99798,5.1544,0.01188,14.37542893675874
1496.41,4.9201,5.08301,0.01036,15.308544829584575
1474.28,5.00689,5.19641,0.01286,14.31354666455186
1490.1,4.98126,5.154719999999999,0.011000000000000001,14.897947780553803
1487.57,4.99584,5.15906,0.011940000000000001,14.989627539146827
1659.26,5.51195,6.90917,0.04596,7.168946961055357
1477.73,4.35949,5.09274,0.014180000000000002,16.13514601185818
783.3660000000001,6.1799800000000005,11.37573,0.1737,7.450080153313079
1167.74,4.99057,7.0136899999999995,0.01768,10.812873471728812
1155.94,5.08652,7.1006,0.019780000000000002,12.6433060819432
1119.48,5.22808,7.23384,0.02288,10.72857564937829
832.052,5.09264,6.26427,0.08594,8.792317489588136
1215.67,4.4898,6.15888,0.02744,12.941863408092857
690.799,6.53329,9.90063,0.18066,6.694936455518864
694.472,7.67167,10.278310000000001,0.18316,6.925297159948343
2397.67,5.15984,5.66465,0.0262,10.497016598107903
769.6439999999999,6.0319400000000005,8.49795,0.17554,5.188083146945253
1214.21,4.9482800000000005,5.4924,0.05068,9.838113978979043
1918.3,3.9763800000000002,4.82541,0.00216,14.048391921574662
1460.8,3.87534,4.43901,0,20.406707747111355
1263.45,5.89053,6.93881,0.09326,7.156150192141863
853.58,5.8901,10.21413,0.21936,5.076130566644848
1575.15,5.8547400000000005,7.33038,0.04106,9.661800087489064
1039.81,4.36372,7.19009,0.051820000000000005,14.430780077554513
613.582,6.791860000000001,8.90548,0.23501999999999998,4.622093447112373
508.423,7.091589999999999,8.43034,0.27208000000000004,3.4468846842338268
2002.84,4.57353,6.80369,0.01146,11.531487528469118
1361.14,5.05783,5.898619999999999,0.04112,12.524825441663914
1428.34,4.1075,4.78644,0.008440000000000001,15.052645003157146
619.59,9.4107,10.22503,0.21574000000000002,6.76480415868642
1096.97,3.93376,5.7859,0,9.179701554800413
684.424,11.8329,28.496540000000003,0.43096,2.7136483497256836
1426.41,4.4368300000000005,5.729430000000001,0.045939999999999995,4.767434061748161
1443.18,4.40026,5.67314,0.04024,4.7992472502839645
1426.35,5.8714,6.80638,0.07064,8.9722879636249
1060.86,4.0170900000000005,5.3881,0.01108,13.605235206833973
1224.95,7.676410000000001,8.14433,0.10628,5.529856137686412
1231.45,7.32788,8.13471,0.09754,5.686277541553924
1210.39,7.671639999999999,8.217880000000001,0.10797999999999999,5.6795283916301535
1234.63,7.79985,8.32352,0.10864000000000001,5.63572161614
1221.71,7.62763,8.30771,0.1087,5.71225789121539
1412.13,4.57125,7.106,0.060520000000000004,11.883230733060412
1205.93,7.798030000000001,8.41278,0.1133,5.5680026022158255
1636.08,4.20671,5.55366,0.00558,7.119468922015639
839.773,8.27815,8.89284,0.21816,4.231877987986761
1135.69,4.70156,5.9857,0.0465,16.396619164334933
922.0110000000001,5.6966,6.3699,0.0664,10.590957392109141
978.318,5.04769,6.41217,0.051820000000000005,10.829156984304086
716.44,9.35609,10.09171,0.22604000000000002,5.387609627056353
1074.56,7.02193,7.4462399999999995,0.08204,6.802941792392973
1226.93,5.539280000000001,6.1206,0.055060000000000005,12.164207972724888
1257.4,3.72206,5.47401,0,17.637182475407894
1222.93,5.57745,6.7361699999999995,0.10265999999999999,7.366175768320865
1206.45,5.53249,6.756489999999999,0.10312,7.2960343464015365
1238.21,5.52931,6.74228,0.10328,7.5222096746846505
1246.92,5.5633,6.72492,0.10117999999999999,7.438944682699094
1259.89,5.5309,6.71015,0.09882,7.650204827175081
1241.91,5.06473,5.31217,0.02572,16.179359426736795
1164.86,4.25857,6.302230000000001,0.04054,8.953574060427414
931.107,6.9558100000000005,9.57313,0.19572,5.170609869604112
637.128,5.37207,10.13386,0.24502,5.966422786559126
1322.1,4.08652,4.87533,0.0035600000000000002,12.380836581789355
840.3,4.21323,5.5757,0.02096,13.569512788281147
1321.96,4.569780000000001,6.46232,0.01466,10.505853835292942
892.36,5.84126,7.61025,0.14176,7.269306619015435
1667.61,3.7959300000000002,4.5789,0,14.246458066096883
1655.02,4.27142,4.70734,0.0084,10.739250075210851
1610.22,4.306369999999999,4.71812,0.00896,10.330100079498587
1658.05,4.293480000000001,4.71891,0.00914,10.285242674129899
2011.73,4.258290000000001,5.05781,0.00838,27.62064841628096
1600.54,4.97039,5.65665,0.03142,10.409150071327055
1652.6,5.76711,8.64942,0.1395,4.478067551238283
1636.67,5.6508,9.05758,0.14262,4.150845377368434
1231.43,6.48549,7.09668,0.08313999999999999,10.414495074807784
1021.53,3.99488,4.75561,0.00518,9.932672022438629
1263.99,4.7203800000000005,9.525039999999999,0.14085999999999999,5.378075294477541
1088.87,5.58136,9.21453,0.11335999999999999,7.009510663261784
882.8689999999999,6.77527,8.38862,0.10518,6.882475233102989
996.701,4.4901599999999995,6.47725,0.026639999999999997,12.444309594470306
1186.59,4.13818,5.459630000000001,0.01072,20.27337558170931
1025.13,5.06086,6.25146,0.0553,16.628750135651078
1002.1,4.5385,5.5965300000000004,0.04704,20.924600047144317
1654.72,12.02453,12.78064,0.18354,7.997030824608525
1660.39,12.02225,12.86501,0.18612,8.388083094132451
1657.87,12.031130000000001,12.81562,0.18056,8.82367718019795
1659.21,12.04523,12.87614,0.1824,8.930813549327118
1175.69,10.88335,11.49174,0.24875999999999998,5.186665930164682
1061.79,4.77619,6.50652,0.05596,11.014880762517505
942.8560000000001,4.586040000000001,7.476719999999999,0.047439999999999996,11.401364696117085
814.3919999999999,6.6722,10.83342,0.2106,7.515428631493197
825.4910000000001,6.61419,10.79495,0.20692,7.555367198101577
1086.32,8.11881,9.71579,0.1191,7.589827823893468
982.112,8.15204,9.71572,0.1051,8.79388900763874
991.199,8.48591,9.96795,0.1369,8.471922603974239
953.198,4.84088,11.28951,0.11122,4.648111200228022
988.757,5.1267,11.12385,0.11322,4.8394841214466675
764.888,12.09179,14.131379999999998,0.27284,3.4557824270590403
1071.12,4.39114,10.035169999999999,0.09913999999999999,9.441586913678446
1006.33,4.52236,7.1709,0.07884,11.406864446231324
1197,4.4228,7.18947,0.07274,12.261957246116777
1195,4.4732199999999995,7.10597,0.07244,11.970460868307539
1100.02,4.615530000000001,7.441089999999999,0.0839,10.567850629613547
1115.23,4.54673,7.32711,0.08298,10.8128301494657
1135.43,4.51907,7.5704899999999995,0.0812,10.879058390273402
1128.56,4.5785599999999995,7.30748,0.07846,10.888418247963244
1135.41,4.5785599999999995,7.30748,0.07846,10.943267142148564
1167.86,4.4640699999999995,7.28955,0.07546,11.446210637985907
1176.65,4.46254,7.3356,0.07482,11.534801793153253
1184.79,4.4439400000000004,7.255739999999999,0.07404,11.660279952879218
914.8860000000001,7.15114,9.02256,0.1499,7.264627264627266
1370.66,3.8959099999999998,5.09433,0,13.964041185230679
1404.63,4.59869,5.36745,0.013219999999999999,17.049109840372253
1404.12,4.65491,5.38914,0.014280000000000001,17.083326019974248
1337.02,4.41246,5.5251,0.015819999999999997,15.557315394495095
1353.31,4.3714,5.500859999999999,0.0151,15.334135786786174
995.278,5.54367,7.079619999999999,0.07182000000000001,8.608602773752846
976.819,4.38111,6.44243,0.0387,12.877361935806745
266.21299999999997,14.32516,28.65018,0.6141,2.3798212439640394
1077.77,5.33899,7.03379,0.1194,5.782183414016196
883.0210000000001,6.96811,7.676830000000001,0.12354000000000001,6.149624466470567
882.045,6.92477,7.6222199999999996,0.1224,6.092592171475166
890.221,6.811039999999999,7.57949,0.1188,6.270635958392187
876.518,6.7853699999999995,7.50015,0.1209,6.03995154989767
1273.14,5.126519999999999,5.56922,0.0305,15.509660934621953
1120.25,4.38592,6.73849,0.046239999999999996,9.99875238483741
1054.12,7.066960000000001,9.51714,0.11198,9.414299211374471
1114.41,7.0279300000000005,9.32317,0.1055,10.9062087304737
1711.16,4.54385,5.40643,0.027760000000000003,9.608136393043347
1427.69,4.21765,7.7396,0.08674,8.009756862130445
1372.98,4.58071,5.07924,0.01736,15.919082349374253
1139.61,3.55381,5.528,0,14.171473872141062
1070.63,4.14383,5.43686,0.01842,22.388135436147603
1051.99,5.41814,6.73615,0.05927999999999999,11.424519343850998
599.549,5.9406,11.237960000000001,0.22188000000000002,4.644274960971293
1070.02,3.94728,5.29628,0,6.763403980887051
1214.53,4.4195199999999994,5.45833,0.0276,10.47207144107862
1079.84,4.6946699999999995,5.87443,0.06182000000000001,7.541031697653153
1339.78,3.9923800000000003,4.4303300000000005,86e-5,4.508896263069252
1101.53,5.12336,6.28134,0.05177999999999999,13.66189145812281
1270.57,4.12009,4.424180000000001,0.0027,4.806173520008819
525.823,8.17399,9.60031,0.27068000000000003,4.237072619384007
940.558,4.26907,6.08166,0.03696,8.296632208993843
1413.92,4.7152,7.1658,0.06214,12.06733921513223
1385.09,5.14701,6.92307,0.032080000000000004,9.28280360112605
1558.55,4.52059,7.012460000000001,0.04496,9.783382583000174
712.132,13.44364,15.142170000000002,0.24764,10.035498406989497
1494.82,3.79642,4.6785,0,7.889897585912101
1083.07,5.36027,6.62435,0.11118,2.4989222996922136
1078.94,5.37244,6.63462,0.1082,2.47180833725689
1086.5,5.3653699999999995,6.622260000000001,0.10715999999999999,2.515723023699556
685.867,13.54682,18.25013,0.45618000000000003,2.5928005328005326
1160.46,6.392930000000001,6.92075,0.07816000000000001,9.076540573011396
1234.92,5.56044,5.83858,0.051660000000000005,11.806912774469284
1515.18,4.012580000000001,5.87107,0.02632,15.025464059140418
1172.72,4.12791,4.5433,0.00268,24.359387057656267
887.289,6.6971300000000005,13.263010000000001,0.23638,6.982132392969463
887.318,6.689589999999999,13.264320000000001,0.23621999999999999,6.963098602762629
887.045,6.688389999999999,13.265970000000001,0.23596,7.020614472193763
886.8739999999999,6.6883,13.26738,0.23594,6.937213208039947
886.63,6.68848,13.269589999999999,0.2359,7.005074373022179
886.43,6.686260000000001,13.271920000000001,0.23594,6.948638079804078
886.329,6.68664,13.273270000000002,0.23588,6.959959010965264
885.943,6.6821600000000005,13.2756,0.23578000000000002,6.9617112143243425
885.872,6.68243,13.27641,0.23576,7.008784257383275
885.7289999999999,6.6814800000000005,13.277420000000001,0.23588,7.0189765058625815
885.571,6.68059,13.279110000000001,0.2358,6.963042499995656
885.2,6.68348,13.282110000000001,0.23581999999999997,6.964033449136712
885.0419999999999,6.682589999999999,13.283660000000001,0.23586,6.951867626813144
885.242,6.681830000000001,13.282079999999999,0.23574,6.98712386357481
885.2,6.68348,13.28137,0.2359,6.949892625809231
885.185,6.68502,13.28108,0.23588,6.9519817086545235
885.5139999999999,6.68675,13.27835,0.2359,7.033730471693815
885.7139999999999,6.68377,13.27736,0.23596,6.9602198695653685
885.9860000000001,6.688680000000001,13.275120000000001,0.23594,6.977698097676333
886.115,6.689610000000001,13.27345,0.23614000000000002,6.999266170458119
886.387,6.6923699999999995,13.27181,0.23611999999999997,7.010851464154246
886.215,6.6893,13.271729999999998,0.23608,7.020140433512146
886.4010000000001,6.69008,13.269860000000001,0.23626,7.027383310548782
886.659,6.693569999999999,13.267929999999998,0.2366,7.03267914812891
887.003,6.69375,13.264,0.23656,6.9879975167275985
887.117,6.69332,13.26331,0.23656,7.018798997985266
887.404,6.69595,13.259720000000002,0.23671999999999999,6.997325553124239
887.461,6.69945,13.259739999999999,0.2367,6.986751964968398
886.215,6.69375,13.266160000000001,0.2369,6.974851141008261
888.336,6.68946,13.252979999999999,0.23648000000000002,7.018481988824205
888.408,6.69884,13.25143,0.23688,7.003446767923365
889.2410000000001,6.6816,13.241220000000002,0.23561999999999997,6.9690329995242655
888.882,6.68888,13.240179999999999,0.2362,6.9801586630355725
889.543,6.68268,13.231979999999998,0.23576,6.936152995079135
889.2410000000001,6.67789,13.222660000000001,0.23596,6.8632070423949685
888.8969999999999,6.671760000000001,13.20915,0.2354,6.9432132823513895
888.681,6.68,13.20524,0.23578000000000002,6.835259849967329
888.81,6.66467,13.20372,0.23542,6.887667180854802
888.681,6.6874199999999995,13.20524,0.23524,6.8578023466836155
889.0260000000001,6.6787,13.198720000000002,0.2361,6.880207904995312
888.738,6.6872,13.1997,0.23571999999999999,6.917609704198059
884.628,6.67524,13.30996,0.23326,7.100801128863399
885.1,6.68237,13.281970000000001,0.23586,6.883053086361892
1147.24,4.25621,4.62986,0.00636,25.958517479607444
1193.08,4.0027800000000004,4.68317,0.00758,5.7610420424945055
1272.83,4.7264,5.41735,0.03082,8.710610577453902
975.908,4.10454,6.903630000000001,0.0353,8.97588911142642
1103.79,5.974019999999999,8.00893,0.05994,9.813716500449026
1081.33,5.97007,7.93461,0.055020000000000006,7.240221961943896
1158.91,3.88732,4.52824,0,14.005464088000574
1046.81,4.36734,5.85621,0.054060000000000004,4.07450390356408
1052.2,4.28414,7.95861,0.05702,3.2376544718759335
1256.03,3.6707400000000003,5.89375,0,14.247748246020745
1090.41,4.01259,5.065230000000001,0.01544,9.069574997991484
1039.64,4.68,6.646389999999999,0.052739999999999995,8.803210301986034
1041.59,6.3151,7.54806,0.06624,8.627203822122137
1554.35,6.641769999999999,6.98757,0.09688,9.07730453841532
1627.62,6.6098,6.973330000000001,0.09304,9.312277551543911
1629.1,6.5857399999999995,6.97737,0.09186,9.405233255981434
1507.24,6.78821,7.1311100000000005,0.10274000000000001,8.423668467947444
